"""%s"" contains not only digit characters.","""%s"" não contém apenas dígitos."
"""%s"" does not fit the entered date format.","""%s"" não se encaixa no formato de data solicitado."
"""%s"" exceeds the allowed file size.","""%s"" excede o tamanho de arquivo permitido."
"""%s"" exceeds the allowed length.","""%s"" excede o comprimento permitido."
"""%s"" has not only alphabetic and digit characters.","""%s"" não contém apenas digitos e caracteres alfanuméricos."
"""%s"" has not only alphabetic characters.","""%s"" não contém apenas caracteres alfanuméricos."
"""%s"" height exceeds allowed value of %s px.","""%s"" excede a altura permitida de %s px."
"""%s"" invalid type entered.","""%s"" tipo inválido."
"""%s"" is a required value.","""%s"" é um valor obrigatório."
"""%s"" is an empty string.","""%s"" é uma string vazia."
"""%s"" is not a valid URL.","""%s"" não é uma URL válida."
"""%s"" is not a valid date.","""%s"" não é uma data válida."
"""%s"" is not a valid email address.","""%s"" não é um endereço de email válido."
"""%s"" is not a valid file","""%s"" não é um arquivo válido"
"""%s"" is not a valid file extension.","""%s"" não é uma extensão de arquivo válida."
"""%s"" is not a valid file.","""%s"" não é um arquivo válido."
"""%s"" is not a valid hostname.","""%s"" não é um hostname válido."
"""%s"" is not a valid image format","""%s"" não é um formato de imagem válido"
"""%s"" length must be equal or greater than %s characters.","""%s"" o comprimento deve ser igual ou maior que %s caracteres."
"""%s"" length must be equal or less than %s characters.","""%s"" o comprimento deve ser igual ou menor que %s caracteres."
"""%s"" width exceeds allowed value of %s px.","""%s"" de largura excede o valor permitido de %s px."
"'%value%' appears to be a DNS hostname but cannot extract TLD part","O valor '%value%' aparenta ser um hostname de DNS mas foi impossível extrair a parte TLD do mesmo"
"'%value%' appears to be a DNS hostname but cannot match TLD against known list","O valor '%value%' aparenta ser um hostname de DNS mas foi impossível corresponder o seu TLD a um já conhecido"
"'%value%' appears to be a DNS hostname but cannot match against hostname schema for TLD '%tld%'","O valor '%value%' aparenta ser um hostname DNS mas foi impossível corresponde-lo ao schema do TLD '%tld%'"
"'%value%' appears to be a DNS hostname but contains a dash in an invalid position","O valor '%value%' aparenta ser um hostname DNS mas possui um traço em seu nome localizado em uma posição inválida"
"'%value%' appears to be a DNS hostname but the given punycode notation cannot be decoded","O valor '%value%' aparenta ser um hostname DNS mas a notação 'punycode' especificada não pode ser decodificada"
"'%value%' appears to be a local network name but local network names are not allowed","O valor '%value%' aparenta ser o nome de uma rede local, porém redes locais não são permitidas"
"'%value%' appears to be an IP address, but IP addresses are not allowed","O valor '%value%' aparenta ser um endereço IP, porém endereços IP não são permitidos"
"'%value%' does not appear to be a valid URI hostname","'%value%' não aparenta ser um URI de hostname válido"
"'%value%' does not appear to be a valid local network name","'%value%' não aparenta ser um nome de rede local válido"
"'%value%' does not match the expected structure for a DNS hostname","'%value%' não representa uma estrutura de hostname de DNS válida"
"A joint field with this alias (%s) is already declared","Um campo de união com o alias (%s) já está declarado"
"Add Option","Adicionar Opção"
"An error occurred while loading a record, aborting. Error: %s","Ocorreu um erro ao carregar um registro, abortando. Erro: %s"
"An error occurred while loading the collection, aborting. Error: %s","Ocorreu um erro ao carregar a coleção, abortando. Erro: %s"
"An error occurred while saving a record, aborting. Error: ","Ocorreu um erro ao salvar o registro, abrtando. Erro: "
"Attempt to add an invalid object","Houve uma tentativa de se adicionar um objeto inválido"
"Attribute '%s' used in configurable products","Atributo '%s' usado em produtos configuráveis"
"Attribute Code","Código do Atributo"
"Attribute Label","Rótulo do Atributo"
"Attribute Properties","Propriedades do Atributo"
"Attribute object is undefined","O objeto do atributo não está definido"
"Attribute set with the ""%s"" name already exists.","Já existe um conjunto de atributo com o nome ""%s""."
"Attribute with the same code","Atributo com o mesmo nome"
"Can\'t create table: %s","Impossível criar a tabela: %s"
"Catalog Input Type for Store Owner","Tipo de Entrada de Catálogo Para o Dono da Loja"
"Current module EAV entity is undefined","A entidade EAV do módulo atual está indefinda"
"Current module pathname is undefined","O caminho do módulo atual está indefinido"
"Data integrity: No header row found for attribute","Integridade de Dados: Nenhum cabeçalho de linha encontrado para o atributo"
"Date","Data"
"Decimal Number","Número Decimal"
"Default Product Listing Sort by not exists on Available Product Listing Sort By","O método de ordenação padrão da listagem de produtos não existe na lista de métodos disponíveis"
"Default Value","Valor Padrão"
"Default option value is not defined","O valor de opção padrão não está definido"
"Delete","Deletar"
"Dropdown","Dropdown"
"Email","Email"
"Entity collection expected.","Coleção de entidades esperada."
"Entity collections expected.","Coleções de entidades esperada."
"Entity instance is not defined","A instância da entidade não está definida"
"Entity is not initialized","A entidade não foi incializada"
"Entity object is undefined","O objeto da entidade não foi definido"
"Failed to load node %s from config","Falha ao carregar o nó %s da configuração"
"Form Element with the same attribute","Elemento do Formulário com o mesmo elemento"
"Form Fieldset with the same code","Fieldset do Formulário com o mesmo código"
"Form Type with the same code","Tipo de Formulário com o mesmo código"
"Form code is not defined","Código de Formulário não definido"
"Frontend label is not defined","O rótulo de frontend não está definido"
"Input Validation for Store Owner","Validação de entrada para o Dono da Loja"
